reviews,label,review
"Saya kecewa dengan jasa kirim/kurir Sangat lambat dan tidak fair karna di bilang alamat saya salah/sudah pindah padahal saya selalu kirim dengan alamat yg sama dan tidak pernah ganti alamat dan dri shopee pun tidak ada penaganan lebih jelas dan ketegasan nya to:kurir setiap paket telat dan berbohong konfirmasi dri jasa kirim,yg jelas setelah ini saya mau hapus akun shopee nya..",__label__1,"__label__1 Saya kecewa dengan jasa kirim/kurir Sangat lambat dan tidak fair karna di bilang alamat saya salah/sudah pindah padahal saya selalu kirim dengan alamat yg sama dan tidak pernah ganti alamat dan dri shopee pun tidak ada penaganan lebih jelas dan ketegasan nya to:kurir setiap paket telat dan berbohong konfirmasi dri jasa kirim,yg jelas setelah ini saya mau hapus akun shopee nya.."
12.12 hancur dah eror😂😂😂😂sistem belum siap nih keknya,__label__1,__label__1 12.12 hancur dah eror😂😂😂😂sistem belum siap nih keknya
"Pengembalian dana kok ditolak, tp saldo gamasuk",__label__1,"__label__1 Pengembalian dana kok ditolak, tp saldo gamasuk"
Kak kok vocer nya ga bisa di kaim,__label__1,__label__1 Kak kok vocer nya ga bisa di kaim
Beli token pln prosesnya lama bgt.,__label__1,__label__1 Beli token pln prosesnya lama bgt.
aneh ga bisa milih opsi pengiriman,__label__1,__label__1 aneh ga bisa milih opsi pengiriman
Gratis ongkirnya sdh tdk bisa terpakai,__label__1,__label__1 Gratis ongkirnya sdh tdk bisa terpakai
Loading Nye lambat biarpun sinyal   ..,__label__1,__label__1 Loading Nye lambat biarpun sinyal   ..
Koin ilang semua bikin kesel,__label__1,__label__1 Koin ilang semua bikin kesel
"shope super duper lemot,,makanya jgan sering prmbaruan biar g lemot,,pmbaruan trus tpi lemotnya bertamba lemot",__label__1,"__label__1 shope super duper lemot,,makanya jgan sering prmbaruan biar g lemot,,pmbaruan trus tpi lemotnya bertamba lemot"
Makin lama shopee makin meresahkan.udah makin lemot makin ribet makin gak recomend,__label__1,__label__1 Makin lama shopee makin meresahkan.udah makin lemot makin ribet makin gak recomend
Ikan nya ngk susah di kasih permaian ikan nya jelek,__label__1,__label__1 Ikan nya ngk susah di kasih permaian ikan nya jelek
Shopee anjeng iklan banyak kali lagi main pun ada iklan,__label__1,__label__1 Shopee anjeng iklan banyak kali lagi main pun ada iklan
Shopee kenapa kok terus berhenti pdhl uda unistal dan instal berkali kali,__label__1,__label__1 Shopee kenapa kok terus berhenti pdhl uda unistal dan instal berkali kali
"aplikasi lemot, sering ngelag bikin berantakan",__label__1,"__label__1 aplikasi lemot, sering ngelag bikin berantakan"
aplikasi shopee tdk bisa di update,__label__1,__label__1 aplikasi shopee tdk bisa di update
KEMBALIKAN PERATURAN SHOPPE SEPERTI DIBULAN² KEMARIN !,__label__1,__label__1 KEMBALIKAN PERATURAN SHOPPE SEPERTI DIBULAN² KEMARIN !
"Jangan download,,banyak penipu disini.. Shopee tidak dapat menyaring penjual yg baik,, kebanyakan tukang tipu. kejadian terjadi karena pencurian data lewat shopee,,yang udah download mending hapus aja kemarin saya ketipu 2.5 jt.",__label__1,"__label__1 Jangan download,,banyak penipu disini.. Shopee tidak dapat menyaring penjual yg baik,, kebanyakan tukang tipu. kejadian terjadi karena pencurian data lewat shopee,,yang udah download mending hapus aja kemarin saya ketipu 2.5 jt."
Ga guna aplikasi sampah!!!,__label__1,__label__1 Ga guna aplikasi sampah!!!
Sangaat kecewa dengan kebajan shopee saat ini,__label__1,__label__1 Sangaat kecewa dengan kebajan shopee saat ini
Mls bngt sering eror ni apk,__label__1,__label__1 Mls bngt sering eror ni apk
"Mangkin bikin sinting ni applikasi, tolong donk jgn di peribet",__label__1,"__label__1 Mangkin bikin sinting ni applikasi, tolong donk jgn di peribet"
Tiba2 akun dihapus permanen kenapa mind?,__label__1,__label__1 Tiba2 akun dihapus permanen kenapa mind?
Aplikasi nya sekarang sangat berat,__label__1,__label__1 Aplikasi nya sekarang sangat berat
Video live 100 kali klam kalau enggak uninstal,__label__1,__label__1 Video live 100 kali klam kalau enggak uninstal
Voucher nya ga bisa di pake,__label__1,__label__1 Voucher nya ga bisa di pake
Tolong aktifin lagi SPayLater yg di nonaktifkan,__label__1,__label__1 Tolong aktifin lagi SPayLater yg di nonaktifkan
Mengajukan paylater ga prnh d acc aneh padahal sering blnja d shopee,__label__1,__label__1 Mengajukan paylater ga prnh d acc aneh padahal sering blnja d shopee
Semakin hari pengiriman semakin lama,__label__1,__label__1 Semakin hari pengiriman semakin lama
"Penjual gk ada yg bener gw sarananin jngn donload shoopee, mending tokped apa lazada",__label__1,"__label__1 Penjual gk ada yg bener gw sarananin jngn donload shoopee, mending tokped apa lazada"
"LOGIN MAKIN DI PERKETAT. UDAH TAU GAPERNAH LOGIN SHOPEE DI SIAPAPUN, TAPI DI MINTAIN SCAN BARCODE MELALUI AKUN SHOPEE",__label__1,"__label__1 LOGIN MAKIN DI PERKETAT. UDAH TAU GAPERNAH LOGIN SHOPEE DI SIAPAPUN, TAPI DI MINTAIN SCAN BARCODE MELALUI AKUN SHOPEE"
Pengiriman lama + salah kirim hadeh dan kurir tak ramah sekali Hadeh bintang 1 buat shopee,__label__1,__label__1 Pengiriman lama + salah kirim hadeh dan kurir tak ramah sekali Hadeh bintang 1 buat shopee
"KALO BISA MINUS AJA SIH, JELEK BET SUMPAH. INI ITU GABISA.",__label__1,"__label__1 KALO BISA MINUS AJA SIH, JELEK BET SUMPAH. INI ITU GABISA."
Semakin d upgrade semakin aneh,__label__1,__label__1 Semakin d upgrade semakin aneh
Lemott. Sinyal gw udah 5G masih aja lemot maen genshin impact aja lancarr,__label__1,__label__1 Lemott. Sinyal gw udah 5G masih aja lemot maen genshin impact aja lancarr
kecewa skrng ongkirnya mhal bgt. biasanya 0 rupiah skrng murah2nya ongkir 25 ribu,__label__1,__label__1 kecewa skrng ongkirnya mhal bgt. biasanya 0 rupiah skrng murah2nya ongkir 25 ribu
"Tiap hari update mulu, tydack ramah",__label__1,"__label__1 Tiap hari update mulu, tydack ramah"
"Gak jos sekarang shoope,,gak ada sudah gratis ongkirnya🙏🏽",__label__1,"__label__1 Gak jos sekarang shoope,,gak ada sudah gratis ongkirnya🙏🏽"
Tolong dibenahi lagi sistem SDM nya,__label__1,__label__1 Tolong dibenahi lagi sistem SDM nya
Pengiriman Shopee Reguler mengecewakan !,__label__1,__label__1 Pengiriman Shopee Reguler mengecewakan !
Pemesan shopee food hanya di batasi hanya 5km,__label__1,__label__1 Pemesan shopee food hanya di batasi hanya 5km
Kecewa dengan pelayanan Cs nya.,__label__1,__label__1 Kecewa dengan pelayanan Cs nya.
"Ini apaan si shopee ?? akun saya tiba-tiba logout sendiri, setelah login terus logout sendiri lagi ?? Kalo memang sedang ada perbaikan tolong dong kasih tau sebelumnya, jangan tiba-tiba maen logout !!! Parah",__label__1,"__label__1 Ini apaan si shopee ?? akun saya tiba-tiba logout sendiri, setelah login terus logout sendiri lagi ?? Kalo memang sedang ada perbaikan tolong dong kasih tau sebelumnya, jangan tiba-tiba maen logout !!! Parah"
Vocernya tidak dapat digunakan aneh,__label__1,__label__1 Vocernya tidak dapat digunakan aneh
Kok tdk bs d buka shope pay nya aneh aplikasi yg bmr2 mengecewakan,__label__1,__label__1 Kok tdk bs d buka shope pay nya aneh aplikasi yg bmr2 mengecewakan
instal aplikasi nya lama bangat ya,__label__1,__label__1 instal aplikasi nya lama bangat ya
Cukup *1 aja sy kecewa dgn Spaylater nya,__label__1,__label__1 Cukup *1 aja sy kecewa dgn Spaylater nya
"Sering nggak bisa di buka,error",__label__1,"__label__1 Sering nggak bisa di buka,error"
Ngga bisa gratis ongkir huu,__label__1,__label__1 Ngga bisa gratis ongkir huu
Paylatter tidak bisa aktif,__label__1,__label__1 Paylatter tidak bisa aktif
"Main shopee tanam beras dah panen malah stok beras kosong mn voucher masa aktif bentr doang,dah cape2 nyiram tauny zonk..",__label__1,"__label__1 Main shopee tanam beras dah panen malah stok beras kosong mn voucher masa aktif bentr doang,dah cape2 nyiram tauny zonk.."
Udaah 3 x bikin akun di blokir .. KunaonNya,__label__1,__label__1 Udaah 3 x bikin akun di blokir .. KunaonNya
"POTONGAN SELLER MAKIN GILA GA JELAsS, UDAH MULAI MALES, MAU PINDAH HALUAN AJA..",__label__1,"__label__1 POTONGAN SELLER MAKIN GILA GA JELAsS, UDAH MULAI MALES, MAU PINDAH HALUAN AJA.."
"Lemotnya bukan main ni aplikasi,padahal sinyal udah4g+",__label__1,"__label__1 Lemotnya bukan main ni aplikasi,padahal sinyal udah4g+"
Penggunaan data terlalu bsar,__label__1,__label__1 Penggunaan data terlalu bsar
Niat ngga sih ngasih pulsa nya,__label__1,__label__1 Niat ngga sih ngasih pulsa nya
Shopeepay error tidak bisa dibuka,__label__1,__label__1 Shopeepay error tidak bisa dibuka
Uang saya hilang 50k di telan shopee,__label__1,__label__1 Uang saya hilang 50k di telan shopee
"Gila sophe ini ongkirnya mahal, lazada aja ongkir 33rb, knpa sophe ongkirnya 115rb,",__label__1,"__label__1 Gila sophe ini ongkirnya mahal, lazada aja ongkir 33rb, knpa sophe ongkirnya 115rb,"
Shopee kenapa akun saya di blok permanen padahal saya sedang memesan barang yg saya butuhkan. Apa maksudnya coba main blok aja trs ngahapus akun saya kesal lama lama sama shopee. Makin ke sini makin jelek aja gimana sih bikin kesal saja.,__label__1,__label__1 Shopee kenapa akun saya di blok permanen padahal saya sedang memesan barang yg saya butuhkan. Apa maksudnya coba main blok aja trs ngahapus akun saya kesal lama lama sama shopee. Makin ke sini makin jelek aja gimana sih bikin kesal saja.
"Sinyal jaringan'y lemot parah, kbuka'y lama, cpe nunggu.. prbaiki lg lahh hadeuuh 😔",__label__1,"__label__1 Sinyal jaringan'y lemot parah, kbuka'y lama, cpe nunggu.. prbaiki lg lahh hadeuuh 😔"
Setiap ada masalah pihak cs lama jawabya,__label__1,__label__1 Setiap ada masalah pihak cs lama jawabya
Penjualnya ga baca note malah nyalahin pembeli kurir jnt nya ga sopan,__label__1,__label__1 Penjualnya ga baca note malah nyalahin pembeli kurir jnt nya ga sopan
"Makin kesini makin pelit shopee.. biasanya saya dapet voucher jajan, voucher belanja, sama voucher gratis ongkir banyak.. tp sekarang dikit voucher nya.. jadi bosen pakai shopee, yukk kembalikan shopee yg dulu",__label__1,"__label__1 Makin kesini makin pelit shopee.. biasanya saya dapet voucher jajan, voucher belanja, sama voucher gratis ongkir banyak.. tp sekarang dikit voucher nya.. jadi bosen pakai shopee, yukk kembalikan shopee yg dulu"
"Ribet, makn kesini malah makin ribet",__label__1,"__label__1 Ribet, makn kesini malah makin ribet"
"SEKARANG SHOPEE PELIT ONGKIR, SAYA SEBAGAI KAUM MISQUEEN MEMBUTUHKAN GRATIS ONGKIR, BIASANYA POTONGAN 15K SEKARANG CUMA KEPOTONG 10K☺️☺️",__label__1,"__label__1 SEKARANG SHOPEE PELIT ONGKIR, SAYA SEBAGAI KAUM MISQUEEN MEMBUTUHKAN GRATIS ONGKIR, BIASANYA POTONGAN 15K SEKARANG CUMA KEPOTONG 10K☺️☺️"
Kenapa gak bisa di perbarui ya?,__label__1,__label__1 Kenapa gak bisa di perbarui ya?
Lemot apk nya susah di buka,__label__1,__label__1 Lemot apk nya susah di buka
"Saya kasih Bintang satu karena tidak bisa membantu sama sekali ,suruh telpon ke ZNE yang komplen Pembeli tidak ada pertanggungjawaban ,belanja di shopee barangnya atau produk tidak di terima suruh memberi ulasan sedangkan saya sudah melunasi pembayaran ke Indomaret Shopee tidak ada itikad baik dan amanah parah banget( di keterangan dilanjut besok untuk pengiriman nyatanya produk tidak saya terima Aplikasi shopee ,kenapa akun Shopee di blok .",__label__1,"__label__1 Saya kasih Bintang satu karena tidak bisa membantu sama sekali ,suruh telpon ke ZNE yang komplen Pembeli tidak ada pertanggungjawaban ,belanja di shopee barangnya atau produk tidak di terima suruh memberi ulasan sedangkan saya sudah melunasi pembayaran ke Indomaret Shopee tidak ada itikad baik dan amanah parah banget( di keterangan dilanjut besok untuk pengiriman nyatanya produk tidak saya terima Aplikasi shopee ,kenapa akun Shopee di blok ."
Setiap checkout barang gabisa.. Udh tanya sama choky pun gada hasil,__label__1,__label__1 Setiap checkout barang gabisa.. Udh tanya sama choky pun gada hasil
"Shopee eror akun saya hilang ,tolong",__label__1,"__label__1 Shopee eror akun saya hilang ,tolong"
Ongkirnya terlalu mahal banget Sampek 500rb an tolong lah ongkirnya di kurangin plaing mahal minimal 100rb,__label__1,__label__1 Ongkirnya terlalu mahal banget Sampek 500rb an tolong lah ongkirnya di kurangin plaing mahal minimal 100rb
Saya jualan ga laku laku,__label__1,__label__1 Saya jualan ga laku laku
a ni apps gx gimana sih.gx ada plagaran.lasung d blokir akun saya..,__label__1,__label__1 a ni apps gx gimana sih.gx ada plagaran.lasung d blokir akun saya..
Shope iklan gangu lagi main game jadi mati kan ahh,__label__1,__label__1 Shope iklan gangu lagi main game jadi mati kan ahh
"Iklan selalu mengganggu dan repetitive, tidak disediakan tombol tutup iklan. Shopee adalah iklan yang mengandung virus... Harap tidak memasukan virus, dimana virus anda terus menampilakn iklan anda. Saya tidak butuh iklan anda...",__label__1,"__label__1 Iklan selalu mengganggu dan repetitive, tidak disediakan tombol tutup iklan. Shopee adalah iklan yang mengandung virus... Harap tidak memasukan virus, dimana virus anda terus menampilakn iklan anda. Saya tidak butuh iklan anda..."
Kebanyakan update smpe semua apliksi di hp sy terhapus,__label__1,__label__1 Kebanyakan update smpe semua apliksi di hp sy terhapus
Pengalaman belanja yang sangat baik,__label__1,__label__1 Pengalaman belanja yang sangat baik
Lelet dalam mengatasi mslh pada sistem,__label__1,__label__1 Lelet dalam mengatasi mslh pada sistem
"Saya memakai smartphone dengan cpu g85 dan ram 4 GB, tapi respon aplikasinya lambat, perpindahan dari menu ke menu harus nunggu jeda 2-3detik. Masih kalah cepat dengan yg toko hijau sebelah. Tolong diperbaiki supaya lebih ringan aplikasinya.",__label__1,"__label__1 Saya memakai smartphone dengan cpu g85 dan ram 4 GB, tapi respon aplikasinya lambat, perpindahan dari menu ke menu harus nunggu jeda 2-3detik. Masih kalah cepat dengan yg toko hijau sebelah. Tolong diperbaiki supaya lebih ringan aplikasinya."
"Makin ngaco, klaim vocer gabisa, check out gabisa",__label__1,"__label__1 Makin ngaco, klaim vocer gabisa, check out gabisa"
"sekarang shopee aneh, seperti mau kuras duit penggunanya, masa iya harga udah di kurangi gratis ongkir saldo Spay gabisa kepake harus metode COD/spaylatter. kasih kesempatan pengguna untuk berbelanja dengan bijak dong..",__label__1,"__label__1 sekarang shopee aneh, seperti mau kuras duit penggunanya, masa iya harga udah di kurangi gratis ongkir saldo Spay gabisa kepake harus metode COD/spaylatter. kasih kesempatan pengguna untuk berbelanja dengan bijak dong.."
Kenapa Shopie makin hari makin susah di pekek sih,__label__1,__label__1 Kenapa Shopie makin hari makin susah di pekek sih
Knpa ga bisa ketik barang yg dicari,__label__1,__label__1 Knpa ga bisa ketik barang yg dicari
"udah barang kw,pengiriman lambat & gx cepat respon taik",__label__1,"__label__1 udah barang kw,pengiriman lambat & gx cepat respon taik"
"Lemot pengiriman gk kya sblah, ongkir juga mhal 2x lipat dari sabelah.",__label__1,"__label__1 Lemot pengiriman gk kya sblah, ongkir juga mhal 2x lipat dari sabelah."
"Jelek aplikasinya, berat bgt...",__label__1,"__label__1 Jelek aplikasinya, berat bgt..."
Terjadi penipuan diaplikasi ini. Admin hanya menjawab akun kakak akan kami lebih amankan lagi. Artinya shopee mengaku kalau aplikasi ini kurang aman. Sehingga dia mengatakan akan kami lebih amankan lagi akun kakak. Kacau sekali,__label__1,__label__1 Terjadi penipuan diaplikasi ini. Admin hanya menjawab akun kakak akan kami lebih amankan lagi. Artinya shopee mengaku kalau aplikasi ini kurang aman. Sehingga dia mengatakan akan kami lebih amankan lagi akun kakak. Kacau sekali
Kenapa gak bisa diapdete,__label__1,__label__1 Kenapa gak bisa diapdete
Halo shopee Bntu dong Knapa saya tidak bisa log in,__label__1,__label__1 Halo shopee Bntu dong Knapa saya tidak bisa log in
Sangat Jelek Dan tidak bisa Di bukak,__label__1,__label__1 Sangat Jelek Dan tidak bisa Di bukak
"Wah ini udah keterlaluan masa barang saya udah 1 minggu gak dikirim ini gimana sih sistem pengiriman shopee makin lama kok makin jelek aja, bukan mksd mau jelek'in tapi emg bener makin lama makin gak beraturan, klo Tokopedia udh bener"" amanah gk ky disini!. Udh 1thn+ pke shopee bahkan udh ke 12 kali nya saya kecewa denga pengiriman disini gak amanah mana bayar nya Pake shopeepay lg uang sy ga kembali fuh 10kali. Saya ikhlas, makan tu uang! Maaf jika sprt ini jgn hrp bisa jd aplksi blnj no.1.",__label__1,"__label__1 Wah ini udah keterlaluan masa barang saya udah 1 minggu gak dikirim ini gimana sih sistem pengiriman shopee makin lama kok makin jelek aja, bukan mksd mau jelek'in tapi emg bener makin lama makin gak beraturan, klo Tokopedia udh bener"" amanah gk ky disini!. Udh 1thn+ pke shopee bahkan udh ke 12 kali nya saya kecewa denga pengiriman disini gak amanah mana bayar nya Pake shopeepay lg uang sy ga kembali fuh 10kali. Saya ikhlas, makan tu uang! Maaf jika sprt ini jgn hrp bisa jd aplksi blnj no.1."
Buat checkout ga bisa. Kenapa?,__label__1,__label__1 Buat checkout ga bisa. Kenapa?
Semakin berat aplikasinya,__label__1,__label__1 Semakin berat aplikasinya
Kenapa aplikasinya sangatlah lemot sekali,__label__1,__label__1 Kenapa aplikasinya sangatlah lemot sekali
Ini aplikasi susah buat pesen,__label__1,__label__1 Ini aplikasi susah buat pesen
Bintang satu aja ngirim SMS lama banget si keblokir shopepay gw kan jadinya anjg,__label__1,__label__1 Bintang satu aja ngirim SMS lama banget si keblokir shopepay gw kan jadinya anjg
"Parah hahahah! Masukin kode voucher ga pernah bisa! Buat pengguna baru pun tetep ga bisa! Padahal tertera di voucher itu, ""voucher berlaku sampai tgl .... "" Padahal masih berlaku, eh di bilang tidak berlaku, giliran ngechat cs bilang tidak sesuai tapi ga pernah di jelasin yang ga sesuainya apa! PARAH!!! PHP! BULLS**T!!!!",__label__1,"__label__1 Parah hahahah! Masukin kode voucher ga pernah bisa! Buat pengguna baru pun tetep ga bisa! Padahal tertera di voucher itu, ""voucher berlaku sampai tgl .... "" Padahal masih berlaku, eh di bilang tidak berlaku, giliran ngechat cs bilang tidak sesuai tapi ga pernah di jelasin yang ga sesuainya apa! PARAH!!! PHP! BULLS**T!!!!"
aplikasi hancur cb tipu2,__label__1,__label__1 aplikasi hancur cb tipu2
Masa akun 3bulan dibanded g bisa balik lagi akun nya rese,__label__1,__label__1 Masa akun 3bulan dibanded g bisa balik lagi akun nya rese
Shopee skrng dah mulai ngak beres dah ngak karuan,__label__1,__label__1 Shopee skrng dah mulai ngak beres dah ngak karuan
Iklan iklan apa yang ngeselin Shopee🥵,__label__1,__label__1 Iklan iklan apa yang ngeselin Shopee🥵
