reviews,label
"Hallo saya ingin mengajukan keluhan.    Akhir akhir ini aplikasi shopee yang saya gunakan sering keluar sendiri tanpa sebab ,   jujur saya sangat terganggu sebab banyak barang yang harus saya beli melalui aplikasi shopee.    Mohon solusinya.   ",__label__3
"Ga ngerti kenapa tiba2 limit di shopee pay latter tiba2 hilang ,  sampe sekarang ga balik3",__label__3
"Masukan aja nih tolong dari pihak shopee menegur toko yg kalau dichat sangat slow respon sekali ,   ,   pengalaman kemarin beli dan bayar pake shopeepay ,   orderan tak kunjung dikirim hampir satu minggu dan seller di chat sangat slow respon harus menunggu hari berikutnya ,   terima kasih.   ",__label__3
Assalamualaikum Warahmatullahi Wabarokatu Kok Apk Shopee Makin Sini Makin Lemot Membuka Apk Nya Terus Terjadi Memuat Dan System Eror Atau Gangguan Mohon Di Perbaiki Lagi Aplikasi Nya Agar Pengguna Lain Nya Nyaman Dan Aman Terima Kasih Harus Fast Respon Saat Membuka Aplikasi Nya,__label__3
"Shopee bagus.   .   .   tapi sayang tidak mampu membedakan mana seller beneran dan seller palsu.   .   indikasi ,   banyaknya produk palsu yg dijual seller palsu.   .   .   kasian seller yg asli ,   produknya kalah bersaing dgn produk palsu.   .   .   .   ",__label__3
"kenapa uda 3 hari ini aplikasi shopee saya tidak bisa d gunakan ,   ,  setiap mw buka telah terjadi kesalahan coba beberapa saat lagi ,  pdahal jaringan d hp saya bgus dn bisa buka smua aplikasi kcuali shopee ,  tpi uda 3 hari begini2 aja ,   ,  kecewa benget sma shopee padahal saya masih punya pesanan di shopee dan saya mau mengecek barang saya uda sampai mana aja gk bisa.   .   tlong dong shopee.   .    ! ",__label__3
aplikasinya bagus TAPI CS SHOPEE SAMA SEKALI TIDAK MEMBANTU  &  TIDAK RAMAH  !  !  !  !  !  !  TOLONG DIPERBAIKI YA PIHAK SHOPEE  !  !  !  !  !  !  !  !  !  TOLONG ULASAN SAYA DILIHAT TERIMA KASIH  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  ! ,__label__3
"katanya gratis ongkir  ,  tapi ternyata ngga kok cuma ada voucher tapi dikit.    Tolonglah jikalau barang terlihat kecil dan murah harap digratiskan saja ongkirnya  ,  soalnya cukup resah juga jikalau ongkir ternyata lebih besar dari pada harga belanja :  ( ",__label__3
"bagus sebenarnya tapi kenapa no saya tidak bisa diganti ke no baru ,   ,   ,  padahal saya mau ganti kenomer yang baru ,   ,   ,  tulisan formulir sih sudah bisa tapi kok nggak berubah no saya ,   ,   ,  dan jadi minusnya saya nggak bisa makai shopeepay",__label__3
"Tolong permasalahan saat saya mau bayar tagihan shopee pay laternya selalu ga kebuka bagian pay laternya ,   jadi gimana dong saya mau cek tagihannya dan mau bayar.    Bisa ""  saya terlambat membayar dan jadi bayar denda keterlambatan hanya karna kendala ini.    Tolong dikondisikan sekali",__label__3
Udh beberapa hari ini shopee lemot bgt semenjak 11.   11 Masukin barang dlm keranjang loadingnya lama bgt.    Padahal orderan lagi bejibun.    Bnr2 bkin kecewa kalo kayak gini.   .    tolong dong min segera di perbaiki.   .    biasanya selalu ngebut loh loadingnya.    Koq beberapa hari ini lemot bgt.   .   😩😩,__label__3
"Ini shopee lagi kenapa yaa ?  ?  ?  Ko saya biasanya beli token listrik aman2 aja dapet tokennya dan saat digunakan token yang masuk ga sesuai ,   saldo shopee saya sudah terpotong jugaa ,   tpi statuanya pesanan diproses itu gimana yaa maksudnyaa ?  ?  ? ",__label__3
"Akun saya di nonaktifkan karena lupa password ,   cara recoverynya bagaimana",__label__3
"Helloo shopee.   .   .    Tolong di perbaiki pengiriman paket via grab sameday.    Titik kordinat nya sering sekali melenceng jauh.    Untuk di ingat ,   drifer online mengirim paket berdasarkan titik lokasi penerima.    Bukan berdasar alamat.    Mohon di perbaiki agar lebih akurat.    Terimakasih",__label__3
"Gimana ini ,   makin lama ko makin error aja shopee ini ,  padahal sebelumnya baik ""  saja.    Mau belanja tp gak bisa masukkan ke keranjang ,  jaringan gagal terus ,  toko yg di folow pun tidak bisa ditampilkan.   .    Tolong doperbaiki.   .   ",__label__3
Saya kasih bintang 3 krna saya bru pertama kali pesan dishoope.   .   .   Cukup bnyk penawaran dn barang yg saya terima cukup memuaskan dn tidak mengecewakan.   .   .   ,__label__3
Tiap ada even kaya 11 11 masa produk yg harga murah 11 kok udh pada Habis smua.   .   gak masuk akal,__label__3
"Maap yak bintang satu.    Soalnya ada masalah di bagian link pencarian.    Kenapa setiap saya klik pencarian ,   terus saya ketik barang yang dicari ,   kok hasilnya bukan barang yang dicari yak ?  ?  Malah aplikasinya balik ke beranda shoope lagi.    Tolong yak kakak",__label__3
Masukan buat shopee.   .   .   pengembalian dana dari pembatalan pesanan di shopee tunggu estimasi 7 - 14 hari.   .   .   harap contoh online shope dari JD.   ID.   .   .   .   di jd.   id pengembalian dana hitungan menit dana pembatalan pesanan sudah terkirim ke limit kartu kredit padahal di estimasinya 7 hari tapi luar biasa jd.   id bisa hitungan menit dana balik ke limit.   .   .   .   benar2 luar biasa proses transaksi dari system jd.   id sangat puas dan canggih.   .   .   maaf ini perlu di tiru shopee demi kenyamanan semua pelanggan shopee,__label__3
kenapa sekarang gratis' ongkir selalu terbatas !  !  yg awalnya saya belanja di shoppe karna bisa claim gratis ongkir  ( bukan shoppepay )  sekarang lebih milih belanja di toko karna tidak ada gratis ongkir yang bukan shoppepay !  !  tolong beri bantuan ongkir !  ! ,__label__3
"Ko sekarang shope gx bisa cod ya ?  Padahal ditoko ada COD nya.    Tapi pas di cekout gx bisa .   .    Ada tulisan  ""  PESANAN KAMU BELUM MENCAPAI MINIMUM TOTAL PEMBAYARAN DENGAN COD.    MOHON PILIH METODE PEMBAYARAN LAIN "" .    Padahal dulu gx ada batas minimum mau harga berapa pun ,   kenapa sekarang ada batas minimumnya.   .   .   .    Sama aja boong dong ,   sama aja gx bisa cod.   .   .   .   ",__label__3
"Kecewa sama shopee saya pelanggan setia dari thn 2016 ,   ,   saya pakai shopeepaylater kenapa dikurangin terus bukan ditambah malah dikurangin terus ,   ,   padahan pembayaran saya selalu tepat waktu ,   ,   kecewa.   .   kecewa sangat.   .    tolong dong yg setia belanja diperhatikan.   .   ",__label__3
Kanp gratis ongkirnya tanggal masa berlakunya masih panjang tpi kog gk.   bisa.   di.   gunakan.   knapa.   .   .   .    ? ,__label__3
"TOP  !  !  Sorry Gan sedikit saran aja  ,   tolong delete toko yang komenan nya banyak yg ketipu atau barang tidak sesuai .    Dan tolong lebih di permudah lagi untuk akses pengembalian barangnya .    Thanks  !   ( salam shopeer ) ",__label__3
Lumayan lah buat belanja tapi untuk ongkir nya banyak yang mahal untuk COD NYA,__label__3
"Apk nya ngk kek dulu saat mau beli 1 barang yang kepilih semua barang yang ada di keranjang  ,  lelah mencet ,  apa saya di suruh beli barang senilai jutaan emang uang dari pohon :  /  ,  mohon di perbarui ya ,  ini agak eror kayaknya mohon di perbarui",__label__3
Pagi kak.   .    kenapa spaylater aku ga bisa di aktifkan.    ?  ?  ?  ? ,__label__3
"makin bingung sm shopee ,   masa aplikaso shopee saya tdk bisa digunain ,   malah dibuat no internet conection ,   pdhl data paket saya ada.    dan saya pikir karna blm d upgrade ,   tpi stelah saya upgrade ttp aja tulisannya tidak ada koneksi.    itu gimana sih ,   kok bsa gtu ?  ?  mohon jawabannya ,   thanks",__label__3
"Aplikasi lemot ,   scroll2 barang lemot ke bukanya .    harus di tingkatkan lagi aplikasi'a .    Diskonan nya harus di perbanyak lagi buat belanja barang dan shopefood nya .    Fitur shopefood saya kenapa tidak ada  ?  Padahal sudah di upgrade dan sudah di logout dan login ulang .    Tolong di benahi sistem'a sebagus ,   semudah dan sesimple mungkin #AM",__label__3
"Cuman saran aja sih  ,   bisa gak ya shopeenya dibuat yang versi lite khusus untuk hp dengan memori kecil dan masih memakai versi android 8 kebawah  ?  .    .    Mengingat saat pemakaian  ,   jadi lemot dan sering close sendiri saat sedang melihat barang yang ingin dicari .    .    Mohon dipertimbangkan ya buat pihak shopee dan pengembangnya 😊 Terima kasih 😊",__label__3
"Tolong j & t di hapus saja dari shopee ,   ,  gak nyaman pakai j & t  ,   ,  kurirnya gak ada etitude semua ,   ,   ,   ngerasa kayak kita yang ngemis mau di antar padahal itu tugas mereka ,   ,   saya rasa j & t gak butuh uang lagi ,   ,  karena mereka banyak dapat pemasukan ,   ,  jadi lebih baik hapus aja dari shopee",__label__3
Tolong kalo ada pesanan yang bener aku pernah ketipu udah 1 bulan aku tunggu maka itu harganya 165 ribu itu aku gunakan semua tabungan ku tolong perbaiki nya,__label__3
"Maaf permisi ,   jadi keluhannya gini awalnya masih bisa ganti jasa kirim sebelum satu jam pengiriman atau apalah itu tapi akhir² ini udah gak bisa.    Jujur saya sendiri agak kesel sama beberapa ekspedisi karna delay nya gak ngotak alias telat lebih dari 24 jam setelah status sudah diantar oleh kurir kan gimana gitu dan ini udah kejadian 3 kali dalam kurun waktu sebulan ini.    Udah lama banget pake shopee tapi baru sekarang sekesel ini karna opsi milih ekspedisi dihilangkan ,   terimakasih.   ",__label__3
"Saya cuma mau tanya ,  biasanya saya beli barang dishopee lancar2 aja ,  tp kemarin tgl 31 juli 21 saya beli mainan helikopter seharga 67500 dan alat tulis untuk mewarnai 99.   000 sdh saya transfer dr bca ,  barang yg yg harganya 99.   000 sdh sampai tgl 2 tapi kok barang yg harganya 67500 sampe sekarang blm sampai yah barangnya ,   sdh 6 hr kok blm sampai2 barangnya ,  tolong dibantu ya.   ",__label__3
Aplikasi shopee ini Sangat Bagus.   .   👍🏻 Tetapi saat mengunduh aplikasi ini terlalu lambat😒,__label__3
"Maaf 3 bintang dulu.    Klu belanja ,   diskon ,   keamanan dan lain nya saya rasa bagus.    Cuma saya masih terganggu karna aplikasi nya sering gagal menampilkan gambar bahkan belun selesai gambar nya tapi loading nya uda selesai dan harus menggunakan data yang2 stabil.    Mohon di perbaiki lagi untuk kelancaran pemakaian koneksi dan gangguan lag nya.   ",__label__3
"aplikasinya semakin lama semakin berat ,   bonus2nya jg udah mulai berkurang",__label__3
"Aplikasinya tidak bisa klik atur pengiriman barang ,   harus lewat komputer ,   mhn diperbaiki aplikasi mobile ini ,   sdh sejak mei 2020 tidak ada perbaikan Yg kedua saat pendaftaran barang jualan baru ,   tidak bisa atur jasa pengiriman ,   jadi tidak bisa pasang iklan Mohon admin dites dlu aplikasinya sebelum diluncurkan atau mengeluarkan update tsb ,   perlunya tester aplikasi ,   tdk cuma programmer aja.    Trims",__label__3
"Setelah du update malah lemot ,   mau bayar tagihan aja lama banget muncul metode pembayarannya",__label__3
"Admin tolong perbaiki opsi alamatnya terutama bagian kecamatan yang tidak lengkap ,   ,  saya coba di pc ada kecamatan waled kab.   cirebon namun tidak bisa di klik.   .   sedangkan di hp kecamatan waled tidak ada.   .   padahal sudah pakai shopee versi terbaru.   .   saya jadi dimarahin kurir nih ,   dikira kurir saya sengaja supaya ongkirnya murah.   .   ",__label__3
"Setiap mau masuk ke toko.   .   .    selalu gak bisa.    Ada tulisan  "" mohon maaf sedang dalam perbaikan.    Itu kenapa ya ? ",__label__3
"Untuk pihak shopee ini hanya sekedar saran ,   ,   mohon agar data akun lebih d perketat lagi ,   karena saat ini sedang marak oknum penipu ,   ,   saya termasuk salah satu yg terkena penipuan org yg mengambil data dr shopee dan juga teman sy yg terkena penipuan bahkan no hp nya d hack ,   ,   mohon tingkatkan kembali untuk keamanannya.    Terima kasih",__label__3
"Toko2nya banyak yg gk jujur ,   kurang bonafide ,   shopee tdk memberi pengarahan / peringatan ,   yg gk jujur di out ,   sophee harus tegas.    Malahan ada toko yg menjual enervon c yg sudah kadaluwarsa ,   itu bisa berurusan dgn hukum.    Juga banyak tokonya menjual enervon c dgn harga yg tdk pantas ,   seolah hendak mengelabui pembeli",__label__3
Pecinta shopee dari dulu tapi sekarang ga bisa belanja dari toko luar negeri lagi padahal ongkir dari luar negeri lebih murah hiks balikin kaya dulu lagi donk,__label__3
"Satu - satunya app belanja online yg saya percaya.    Tapi sekarang kok malah jadi ribet server lemah ,   limit shopeepaylater dikuras ,   mau konsultasi ke CS malah error padahal udah ngantri dari nomor 430an  ,   kebanyakan voucher jadi satu metode pembayaran  ( shopeepay doang ) .    Ampun shopee nih",__label__3
aplikasi Shopee sudah membantu untuk mencarikan barang sesuai kebutuhan.    ya walaupun ada kendala dalam Cek out sedikit susah.   ,__label__3
"Persentase chat dibalas turun terus ,   padahal tiap chat customer kita balas ,   Gara gara bnyak minta siram ,   masa tiap minta siram kita juga harus balas chat Tolong kebijakan gila ini diperbaiki ,   apa saya harus blokir semua orang yg minta siram itu ? ",__label__3
"Awal2 belanja aman n ongkirnya setelah dpt potongan lumayan bisa dijangkau ke NTT 29.   000 sekarang 50.   000 ,   mana lebih lama sampenya ,   sampai saya lupa klo ada orderan 😀 .    kenapa ongkirnya naik drastis gitu ya ?  sekarang Pilihan kurirnya jg terbatas.    Lebih suka pake si cepat / shopee standar express ketimbang JNT.    Syukurnya sejauh ini tokonya amanah",__label__3
"Pakek shopee udah lama ,   tapii baru kalii ini kecewa.    Biisa pilih jasa kirim tapii hanya 1jam setelah produk Dikemas ,   sementara tiidak ada notif perubahan status pengiriman.    Apa itu adiil buat customer.    ?  ?  Sangat di sayangkan kebiijakan baru justru merugiikan Customer.   ",__label__3
"Bagus sih aplikasinya ,   cukup sering gunain aplikasi ini buat belanja ,   tapi loading lama banget udh disambungin di wifi atau semacamnya tetep loading ,   cuma itu kurangnya menurutku ,   semoga engga loading lama lagi ya dan lancar biar rate nya sempurna ,   makasih  :  ) ",__label__3
Tolong klo mau ngadain event flash sale serba seribu Bot player nya ditindak tegas.    Kasian orang lain yg rela begadang demi HP serba seribu.   Tolong di perketat lagi APK Shopee nya.    Percuma ngadain flash sale klo harus lawan Bot.    Contoh flash sale 44 gua berharap dapat Tab samsung seribu udah nunggu lama eh baru 1 detik barang sudah sold out.    Gua curiga klo di Shopee ada Bot atau flash sale nya buat karyawan Shopee.   ,__label__3
"Kenapa loding terus ya sekarang data banyak  ,   mau chekout juga gak bisa ,   yang di keranjang udah di hapus juga masih ada  ,   kirim chat ke toko juga gak bisa  ,   di update lagi juga gak jalan2 sinyal ada ,   ini apa nya coba yang slah😢",__label__3
"Mohon penjelasannya tentang pembayaran tagihan BPJS ,   saya baru bayar 30 Juni 1.   802.   500 pesanan diproses tp aneh pesanan tidak bisa ada tombol klik diterima Nah saya coba bayar tagihan yg baru ternyata tagihannya jd bertambah Seharusnya cuma 150.   000 jd 1.   952.   500 Hallo mohon infonya.    Itu bukan daun yg saya bayar.    Penjelasannya saya mohon",__label__3
"Saya langganan bgt di shopee bukan dropship atau dijual lg tp buat pribadi smpe puluhan kali order buat sendiri.    Tapi suka kesel klo liat rincian pengiriman suka nyangkut dipusat pemrosesan shopee.    Dipusatnya doang sampe 4 - 5 hari itu cara kerjanya gmna ?  ?  Tolong dipercepat lg prosesnya krna yg suka lama dari pihak pusatnya.    Jadi gak sesuai sama waktu ekspedisi yg harusnya nyampe lbh cpt.    Prnh paket saya 2 mnggu baru smpe nyangkut disana 5 hari.    Didatanya hari ini masuk pusat besoknya dikirim dari pusat.    Tp sampe jkt 5 hari kmudian.    Letak pusat shopeenya dmna ?  ?  Sbnrnya itu bneran sehari pemrosesan apa didatanya doang biar kliatan sehari lgsg proses ?  ?  Masa iya ke pusat smpe jkt 5 hari.    Bukannya letak pusat di jkt jg ya ?  ?  Saat ini juga msh ada 5 paket saya yg msh diproses.    Yg skrg ada dipusat shopee msh ada 3 ,   2 lg menyusul tp salah satu paket saya masuk dari tgl 28 smpe saat ini blm ada kabar stelah dari pusat shopee ,   udh tgl 3 loh ini udh 5 hari",__label__3
"Bisa nggak sih shopee gak lelet banget ,   kdg udah dibuka malah gak bisa lihat gambar.    bukan krn jaringan tapi gitu deh kasihan bgt kt ini yg srg belanja lwt shopee.    Terlebih lg byr kartu kredit atm bni kok ga ada ?  Loh itukan umum ,   mau byr lewat shopee tp banknya ga ada.    Sedih lagi soal shopeepaylater limitnya diturunin hm",__label__3
"Sungguh disayangkan shoppee tidak mempunyai sistem anti tipu ,   saya kena tipu lewat pembayaran shoppe pay ,   saya ingin mengajukan pengembalian dana tapi alhasil tidak bisa ,   shoppe kalo bisa jadilah pihak ketiga selain jual beli barang ,  tapi transaksi ,   misalnya pembayaran lewat pulsa ,  saya beli pulsa tapi dia menipu saya ,   kalo bisa shoppe buat bukti pembayaran tapi jangan dikirim dulu ,   dikonfirmasi dulu sama penjual kalo penjual nipu kan dana nya bisa dikembalikan itu saran saya",__label__3
